DATE,REAINTRATREARAT10Y,CORESTICKM159SFRBATL,CPILFESL,EXPINF30YR,FPCPITOTLZGUSA,GDP,unrate,psr,m2,dspic,pce,reer,ir,ffer,tcs,indpro,ccpi,PCEPILFE,Price,Open,High,Low,Change %,value
1947-01-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,243.164,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,21.48
1947-02-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,243.164,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,21.62
1947-03-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,243.164,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,22.0
1947-04-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,245.968,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,22.0
1947-05-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,245.968,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,21.95
1947-06-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,245.968,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,22.08
1947-07-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,249.585,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,22.23
1947-08-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,249.585,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,22.4
1947-09-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,249.585,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,22.84
1947-10-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,259.745,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,22.91
1947-11-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,259.745,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.06
1947-12-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,259.745,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.41
1948-01-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,265.742,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.68
1948-02-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,265.742,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.67
1948-03-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,265.742,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.5
1948-04-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,272.567,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.82
1948-05-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,272.567,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,24.01
1948-06-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,272.567,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,24.15
1948-07-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,279.196,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,24.4
1948-08-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,279.196,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,24.43
1948-09-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,279.196,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,24.36
1948-10-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,280.366,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,24.31
1948-11-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,280.366,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,24.16
1948-12-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,280.366,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,24.05
1949-01-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,275.034,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,24.01
1949-02-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,275.034,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.91
1949-03-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,275.034,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.91
1949-04-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,271.351,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.92
1949-05-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,271.351,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.91
1949-06-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,271.351,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.92
1949-07-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,272.889,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.7
1949-08-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,272.889,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.7
1949-09-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,272.889,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.75
1949-10-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,270.627,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.67
1949-11-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,270.627,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.7
1949-12-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,270.627,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.61
1950-01-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,280.828,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.51
1950-02-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,280.828,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.61
1950-03-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,280.828,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.64
1950-04-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,290.383,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.65
1950-05-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,290.383,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.77
1950-06-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,290.383,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,23.88
1950-07-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,308.153,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,24.07
1950-08-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,308.153,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,24.2
1950-09-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,308.153,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,24.34
1950-10-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,319.945,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,24.5
1950-11-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,319.945,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,24.6
1950-12-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,319.945,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,24.98
1951-01-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,336.0,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,25.38
1951-02-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,336.0,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,25.83
1951-03-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,336.0,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,25.88
1951-04-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,344.09,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,25.92
1951-05-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,344.09,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,25.99
1951-06-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,344.09,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,25.93
1951-07-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,351.385,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,25.91
1951-08-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,351.385,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,25.86
1951-09-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,351.385,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.03
1951-10-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,356.178,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.16
1951-11-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,356.178,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.32
1951-12-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,356.178,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.47
1952-01-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,359.82,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.45
1952-02-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,359.82,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.41
1952-03-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,359.82,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.39
1952-04-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,361.03,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.46
1952-05-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,361.03,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.47
1952-06-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,361.03,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.53
1952-07-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,367.701,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.68
1952-08-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,367.701,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.69
1952-09-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,367.701,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.63
1952-10-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,380.812,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.69
1952-11-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,380.812,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.69
1952-12-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,380.812,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.71
1953-01-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,387.98,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.64
1953-02-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,387.98,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.59
1953-03-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,387.98,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.63
1953-04-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,391.749,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.69
1953-05-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,391.749,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.7
1953-06-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,391.749,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.77
1953-07-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,391.171,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.79
1953-08-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,391.171,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.85
1953-09-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,391.171,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.89
1953-10-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,385.97,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.95
1953-11-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,385.97,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.85
1953-12-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,385.97,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.87
1954-01-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,385.345,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.94
1954-02-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,385.345,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.99
1954-03-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,385.345,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.93
1954-04-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,386.121,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.86
1954-05-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,386.121,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.93
1954-06-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,386.121,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.94
1954-07-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,390.996,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.86
1954-08-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,390.996,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.85
1954-09-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,390.996,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.81
1954-10-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,399.734,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.72
1954-11-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,399.734,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.78
1954-12-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,399.734,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.77
1955-01-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,413.073,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.77
1955-02-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,413.073,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.82
1955-03-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,413.073,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.79
1955-04-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,421.532,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.79
1955-05-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,421.532,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.77
1955-06-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,421.532,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.71
1955-07-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,430.221,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.76
1955-08-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,430.221,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.72
1955-09-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,430.221,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.85
1955-10-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,437.092,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.82
1955-11-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,437.092,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.88
1955-12-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,437.092,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.87
1956-01-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,439.746,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.83
1956-02-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,439.746,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.86
1956-03-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,439.746,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.89
1956-04-01,7.62374231,3.65186106,28.5,5.067615,1.45797598627791,446.01,7.5,10.9,1612.9,4980.4,1870.0,105.21,12.56857143,19.08451613,458080.0,51.1668,85.4,15.501,108.77,109.33,109.65,108.64,-0.72%,26.93
